,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,meta_score,user_review
0,Wii Sports,41.49,29.02,3.77,8.46,82.74,76,8.1
1,Mario Kart Wii,15.85,12.88,3.79,3.31,35.82,82,8.4
2,Wii Sports Resort,15.75,11.01,3.28,2.96,33.0,80,8.2
3,Tetris,23.2,2.26,4.22,0.58,30.26,85,7.7
4,Tetris,23.2,2.26,4.22,0.58,30.26,80,7.3
5,Tetris,2.97,0.69,1.81,0.11,5.58,85,7.7
6,Tetris,2.97,0.69,1.81,0.11,5.58,80,7.3
7,New Super Mario Bros.,11.38,9.23,6.5,2.9,30.01,89,8.5
8,Wii Play,14.03,9.2,2.93,2.85,29.02,58,6.6
9,New Super Mario Bros. Wii,14.59,7.06,4.7,2.26,28.62,87,8.3
10,Mario Kart DS,9.81,7.57,4.13,1.92,23.42,91,8.7
11,Wii Fit,8.94,8.03,3.6,2.15,22.72,80,7.7
12,Wii Fit Plus,9.09,8.59,2.53,1.79,22.0,80,7.5
13,Kinect Adventures!,14.97,4.94,0.24,1.67,21.82,61,6.3
14,Grand Theft Auto V,7.01,9.27,0.97,4.14,21.4,97,7.9
15,Grand Theft Auto V,7.01,9.27,0.97,4.14,21.4,97,8.3
16,Grand Theft Auto V,7.01,9.27,0.97,4.14,21.4,97,8.3
17,Grand Theft Auto V,7.01,9.27,0.97,4.14,21.4,97,8.4
18,Grand Theft Auto V,7.01,9.27,0.97,4.14,21.4,96,7.8
19,Grand Theft Auto V,9.63,5.31,0.06,1.38,16.38,97,7.9
20,Grand Theft Auto V,9.63,5.31,0.06,1.38,16.38,97,8.3
21,Grand Theft Auto V,9.63,5.31,0.06,1.38,16.38,97,8.3
22,Grand Theft Auto V,9.63,5.31,0.06,1.38,16.38,97,8.4
23,Grand Theft Auto V,9.63,5.31,0.06,1.38,16.38,96,7.8
24,Grand Theft Auto V,3.8,5.81,0.36,2.02,11.98,97,7.9
25,Grand Theft Auto V,3.8,5.81,0.36,2.02,11.98,97,8.3
26,Grand Theft Auto V,3.8,5.81,0.36,2.02,11.98,97,8.3
27,Grand Theft Auto V,3.8,5.81,0.36,2.02,11.98,97,8.4
28,Grand Theft Auto V,3.8,5.81,0.36,2.02,11.98,96,7.8
29,Grand Theft Auto V,2.66,2.01,0.0,0.41,5.08,97,7.9
30,Grand Theft Auto V,2.66,2.01,0.0,0.41,5.08,97,8.3
31,Grand Theft Auto V,2.66,2.01,0.0,0.41,5.08,97,8.3
32,Grand Theft Auto V,2.66,2.01,0.0,0.41,5.08,97,8.4
33,Grand Theft Auto V,2.66,2.01,0.0,0.41,5.08,96,7.8
34,Grand Theft Auto V,0.36,0.64,0.0,0.08,1.08,97,7.9
35,Grand Theft Auto V,0.36,0.64,0.0,0.08,1.08,97,8.3
36,Grand Theft Auto V,0.36,0.64,0.0,0.08,1.08,97,8.3
37,Grand Theft Auto V,0.36,0.64,0.0,0.08,1.08,97,8.4
38,Grand Theft Auto V,0.36,0.64,0.0,0.08,1.08,96,7.8
39,Grand Theft Auto: San Andreas,9.43,0.4,0.41,10.57,20.81,95,9.1
40,Grand Theft Auto: San Andreas,9.43,0.4,0.41,10.57,20.81,93,8.8
41,Grand Theft Auto: San Andreas,9.43,0.4,0.41,10.57,20.81,93,8.9
42,Grand Theft Auto: San Andreas,1.26,0.61,0.0,0.09,1.95,95,9.1
43,Grand Theft Auto: San Andreas,1.26,0.61,0.0,0.09,1.95,93,8.8
44,Grand Theft Auto: San Andreas,1.26,0.61,0.0,0.09,1.95,93,8.9
45,Grand Theft Auto: San Andreas,0.0,0.92,0.0,0.05,0.98,95,9.1
46,Grand Theft Auto: San Andreas,0.0,0.92,0.0,0.05,0.98,93,8.8
47,Grand Theft Auto: San Andreas,0.0,0.92,0.0,0.05,0.98,93,8.9
48,Grand Theft Auto: San Andreas,0.08,0.03,0.0,0.01,0.12,95,9.1
49,Grand Theft Auto: San Andreas,0.08,0.03,0.0,0.01,0.12,93,8.8
50,Grand Theft Auto: San Andreas,0.08,0.03,0.0,0.01,0.12,93,8.9
51,Grand Theft Auto: Vice City,8.41,5.49,0.47,1.78,16.15,95,8.8
52,Grand Theft Auto: Vice City,8.41,5.49,0.47,1.78,16.15,94,8.8
53,Grand Theft Auto: Vice City,0.0,0.03,0.0,0.01,0.04,95,8.8
54,Grand Theft Auto: Vice City,0.0,0.03,0.0,0.01,0.04,94,8.8
55,Brain Age 2: More Training in Minutes a Day,3.44,5.36,5.32,1.18,15.3,77,7.2
56,Gran Turismo 3: A-Spec,6.85,5.09,1.87,1.16,14.98,95,8.4
57,Call of Duty: Modern Warfare 3,9.03,4.28,0.13,1.32,14.76,88,3.5
58,Call of Duty: Modern Warfare 3,9.03,4.28,0.13,1.32,14.76,88,3.3
59,Call of Duty: Modern Warfare 3,9.03,4.28,0.13,1.32,14.76,78,2.9
60,Call of Duty: Modern Warfare 3,9.03,4.28,0.13,1.32,14.76,70,2.0
61,Call of Duty: Modern Warfare 3,5.54,5.82,0.49,1.62,13.46,88,3.5
62,Call of Duty: Modern Warfare 3,5.54,5.82,0.49,1.62,13.46,88,3.3
63,Call of Duty: Modern Warfare 3,5.54,5.82,0.49,1.62,13.46,78,2.9
64,Call of Duty: Modern Warfare 3,5.54,5.82,0.49,1.62,13.46,70,2.0
65,Call of Duty: Modern Warfare 3,0.41,0.98,0.0,0.33,1.72,88,3.5
66,Call of Duty: Modern Warfare 3,0.41,0.98,0.0,0.33,1.72,88,3.3
67,Call of Duty: Modern Warfare 3,0.41,0.98,0.0,0.33,1.72,78,2.9
68,Call of Duty: Modern Warfare 3,0.41,0.98,0.0,0.33,1.72,70,2.0
69,Call of Duty: Modern Warfare 3,0.6,0.21,0.0,0.08,0.89,88,3.5
70,Call of Duty: Modern Warfare 3,0.6,0.21,0.0,0.08,0.89,88,3.3
71,Call of Duty: Modern Warfare 3,0.6,0.21,0.0,0.08,0.89,78,2.9
72,Call of Duty: Modern Warfare 3,0.6,0.21,0.0,0.08,0.89,70,2.0
73,Call of Duty: Black Ops,9.67,3.73,0.11,1.13,14.64,88,6.8
74,Call of Duty: Black Ops,9.67,3.73,0.11,1.13,14.64,87,6.6
75,Call of Duty: Black Ops,9.67,3.73,0.11,1.13,14.64,81,5.7
76,Call of Duty: Black Ops,9.67,3.73,0.11,1.13,14.64,80,6.2
77,Call of Duty: Black Ops,9.67,3.73,0.11,1.13,14.64,74,6.5
78,Call of Duty: Black Ops,5.98,4.44,0.48,1.83,12.73,88,6.8
79,Call of Duty: Black Ops,5.98,4.44,0.48,1.83,12.73,87,6.6
80,Call of Duty: Black Ops,5.98,4.44,0.48,1.83,12.73,81,5.7
81,Call of Duty: Black Ops,5.98,4.44,0.48,1.83,12.73,80,6.2
82,Call of Duty: Black Ops,5.98,4.44,0.48,1.83,12.73,74,6.5
83,Call of Duty: Black Ops,0.58,0.81,0.0,0.24,1.63,88,6.8
84,Call of Duty: Black Ops,0.58,0.81,0.0,0.24,1.63,87,6.6
85,Call of Duty: Black Ops,0.58,0.81,0.0,0.24,1.63,81,5.7
86,Call of Duty: Black Ops,0.58,0.81,0.0,0.24,1.63,80,6.2
87,Call of Duty: Black Ops,0.58,0.81,0.0,0.24,1.63,74,6.5
88,Call of Duty: Black Ops,0.82,0.47,0.0,0.12,1.4,88,6.8
89,Call of Duty: Black Ops,0.82,0.47,0.0,0.12,1.4,87,6.6
90,Call of Duty: Black Ops,0.82,0.47,0.0,0.12,1.4,81,5.7
91,Call of Duty: Black Ops,0.82,0.47,0.0,0.12,1.4,80,6.2
92,Call of Duty: Black Ops,0.82,0.47,0.0,0.12,1.4,74,6.5
93,Call of Duty: Black Ops,0.54,0.05,0.0,0.04,0.63,88,6.8
94,Call of Duty: Black Ops,0.54,0.05,0.0,0.04,0.63,87,6.6
95,Call of Duty: Black Ops,0.54,0.05,0.0,0.04,0.63,81,5.7
96,Call of Duty: Black Ops,0.54,0.05,0.0,0.04,0.63,80,6.2
97,Call of Duty: Black Ops,0.54,0.05,0.0,0.04,0.63,74,6.5
98,Call of Duty: Black Ops II,4.99,5.88,0.65,2.52,14.03,83,5.3
99,Call of Duty: Black Ops II,4.99,5.88,0.65,2.52,14.03,83,5.7
100,Call of Duty: Black Ops II,4.99,5.88,0.65,2.52,14.03,81,6.9
101,Call of Duty: Black Ops II,4.99,5.88,0.65,2.52,14.03,74,4.7
102,Call of Duty: Black Ops II,8.25,4.3,0.07,1.12,13.73,83,5.3
103,Call of Duty: Black Ops II,8.25,4.3,0.07,1.12,13.73,83,5.7
104,Call of Duty: Black Ops II,8.25,4.3,0.07,1.12,13.73,81,6.9
105,Call of Duty: Black Ops II,8.25,4.3,0.07,1.12,13.73,74,4.7
106,Call of Duty: Black Ops II,0.63,0.69,0.0,0.21,1.53,83,5.3
107,Call of Duty: Black Ops II,0.63,0.69,0.0,0.21,1.53,83,5.7
108,Call of Duty: Black Ops II,0.63,0.69,0.0,0.21,1.53,81,6.9
109,Call of Duty: Black Ops II,0.63,0.69,0.0,0.21,1.53,74,4.7
110,Call of Duty: Black Ops II,0.21,0.18,0.0,0.03,0.43,83,5.3
111,Call of Duty: Black Ops II,0.21,0.18,0.0,0.03,0.43,83,5.7
112,Call of Duty: Black Ops II,0.21,0.18,0.0,0.03,0.43,81,6.9
113,Call of Duty: Black Ops II,0.21,0.18,0.0,0.03,0.43,74,4.7
114,Call of Duty: Modern Warfare 2,8.52,3.63,0.08,1.29,13.51,94,6.6
115,Call of Duty: Modern Warfare 2,8.52,3.63,0.08,1.29,13.51,94,6.6
116,Call of Duty: Modern Warfare 2,8.52,3.63,0.08,1.29,13.51,86,4.6
117,Call of Duty: Modern Warfare 2,4.99,3.69,0.38,1.63,10.69,94,6.6
118,Call of Duty: Modern Warfare 2,4.99,3.69,0.38,1.63,10.69,94,6.6
119,Call of Duty: Modern Warfare 2,4.99,3.69,0.38,1.63,10.69,86,4.6
120,Call of Duty: Modern Warfare 2,0.01,0.79,0.0,0.09,0.89,94,6.6
121,Call of Duty: Modern Warfare 2,0.01,0.79,0.0,0.09,0.89,94,6.6
122,Call of Duty: Modern Warfare 2,0.01,0.79,0.0,0.09,0.89,86,4.6
123,Grand Theft Auto III,6.99,4.51,0.3,1.3,13.1,97,8.4
124,Grand Theft Auto III,6.99,4.51,0.3,1.3,13.1,93,8.2
125,Grand Theft Auto III,0.0,0.01,0.0,0.0,0.01,97,8.4
126,Grand Theft Auto III,0.0,0.01,0.0,0.0,0.01,93,8.2
127,Super Smash Bros. Brawl,6.75,2.61,2.66,1.02,13.04,93,8.8
128,Animal Crossing: Wild World,2.55,3.52,5.33,0.88,12.27,86,8.5
129,Mario Kart 7,4.74,3.91,2.67,0.89,12.21,85,8.2
130,Halo 3,7.97,2.83,0.13,1.21,12.14,94,8.1
131,Super Mario 64,6.91,2.85,1.91,0.23,11.89,94,9.1
132,Super Mario 64,5.08,3.11,1.25,0.98,10.42,94,9.1
133,Gran Turismo 4,3.01,0.01,1.1,7.53,11.66,89,8.7
134,Super Mario Galaxy,6.16,3.4,1.2,0.76,11.52,97,9.1
135,Grand Theft Auto IV,6.76,3.1,0.14,1.03,11.02,98,7.7
136,Grand Theft Auto IV,6.76,3.1,0.14,1.03,11.02,98,7.9
137,Grand Theft Auto IV,6.76,3.1,0.14,1.03,11.02,90,7.0
138,Grand Theft Auto IV,4.76,3.76,0.44,1.62,10.57,98,7.7
139,Grand Theft Auto IV,4.76,3.76,0.44,1.62,10.57,98,7.9
140,Grand Theft Auto IV,4.76,3.76,0.44,1.62,10.57,90,7.0
141,Grand Theft Auto IV,0.01,0.79,0.0,0.08,0.88,98,7.7
142,Grand Theft Auto IV,0.01,0.79,0.0,0.08,0.88,98,7.9
143,Grand Theft Auto IV,0.01,0.79,0.0,0.08,0.88,90,7.0
144,Gran Turismo,4.02,3.87,2.54,0.52,10.95,96,8.6
145,Super Mario 3D Land,4.89,2.99,2.13,0.78,10.79,90,8.4
146,Gran Turismo 5,2.96,4.88,0.81,2.12,10.77,84,7.8
147,Just Dance 3,6.05,3.15,0.0,1.07,10.26,74,8.0
148,Just Dance 3,6.05,3.15,0.0,1.07,10.26,70,7.7
149,Just Dance 3,1.47,0.4,0.0,0.16,2.03,74,8.0
150,Just Dance 3,1.47,0.4,0.0,0.16,2.03,70,7.7
151,Just Dance 3,0.33,0.21,0.0,0.09,0.63,74,8.0
152,Just Dance 3,0.33,0.21,0.0,0.09,0.63,70,7.7
153,Call of Duty: Ghosts,6.72,2.63,0.04,0.82,10.21,78,4.4
154,Call of Duty: Ghosts,6.72,2.63,0.04,0.82,10.21,78,4.0
155,Call of Duty: Ghosts,6.72,2.63,0.04,0.82,10.21,73,2.7
156,Call of Duty: Ghosts,6.72,2.63,0.04,0.82,10.21,71,2.8
157,Call of Duty: Ghosts,6.72,2.63,0.04,0.82,10.21,68,2.2
158,Call of Duty: Ghosts,4.09,3.73,0.38,1.38,9.59,78,4.4
159,Call of Duty: Ghosts,4.09,3.73,0.38,1.38,9.59,78,4.0
160,Call of Duty: Ghosts,4.09,3.73,0.38,1.38,9.59,73,2.7
161,Call of Duty: Ghosts,4.09,3.73,0.38,1.38,9.59,71,2.8
162,Call of Duty: Ghosts,4.09,3.73,0.38,1.38,9.59,68,2.2
163,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,78,4.4
164,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,78,4.0
165,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,73,2.7
166,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,71,2.8
167,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,68,2.2
168,Call of Duty: Ghosts,1.87,0.77,0.0,0.22,2.86,78,4.4
169,Call of Duty: Ghosts,1.87,0.77,0.0,0.22,2.86,78,4.0
170,Call of Duty: Ghosts,1.87,0.77,0.0,0.22,2.86,73,2.7
171,Call of Duty: Ghosts,1.87,0.77,0.0,0.22,2.86,71,2.8
172,Call of Duty: Ghosts,1.87,0.77,0.0,0.22,2.86,68,2.2
173,Call of Duty: Ghosts,0.23,0.41,0.0,0.09,0.73,78,4.4
174,Call of Duty: Ghosts,0.23,0.41,0.0,0.09,0.73,78,4.0
175,Call of Duty: Ghosts,0.23,0.41,0.0,0.09,0.73,73,2.7
176,Call of Duty: Ghosts,0.23,0.41,0.0,0.09,0.73,71,2.8
177,Call of Duty: Ghosts,0.23,0.41,0.0,0.09,0.73,68,2.2
178,Call of Duty: Ghosts,0.23,0.09,0.01,0.03,0.36,78,4.4
179,Call of Duty: Ghosts,0.23,0.09,0.01,0.03,0.36,78,4.0
180,Call of Duty: Ghosts,0.23,0.09,0.01,0.03,0.36,73,2.7
181,Call of Duty: Ghosts,0.23,0.09,0.01,0.03,0.36,71,2.8
182,Call of Duty: Ghosts,0.23,0.09,0.01,0.03,0.36,68,2.2
183,Halo: Reach,7.03,1.98,0.08,0.78,9.88,91,8.4
184,Mario Kart 64,5.55,1.94,2.23,0.15,9.87,83,8.6
185,New Super Mario Bros. 2,3.66,3.07,2.47,0.63,9.82,78,7.2
186,Halo 4,6.63,2.36,0.04,0.73,9.76,87,7.1
187,Final Fantasy VII,3.01,2.47,3.28,0.96,9.72,92,9.1
188,Final Fantasy VII,3.01,2.47,3.28,0.96,9.72,81,7.5
189,Just Dance 2,5.84,2.89,0.01,0.78,9.52,74,7.2
190,Gran Turismo 2,3.88,3.42,1.69,0.5,9.49,93,9.0
191,Call of Duty 4: Modern Warfare,5.91,2.38,0.13,0.9,9.32,94,8.4
192,Call of Duty 4: Modern Warfare,5.91,2.38,0.13,0.9,9.32,94,8.5
193,Call of Duty 4: Modern Warfare,5.91,2.38,0.13,0.9,9.32,92,8.5
194,Call of Duty 4: Modern Warfare,5.91,2.38,0.13,0.9,9.32,75,6.2
195,Call of Duty 4: Modern Warfare,3.1,2.3,0.28,1.04,6.72,94,8.4
196,Call of Duty 4: Modern Warfare,3.1,2.3,0.28,1.04,6.72,94,8.5
197,Call of Duty 4: Modern Warfare,3.1,2.3,0.28,1.04,6.72,92,8.5
198,Call of Duty 4: Modern Warfare,3.1,2.3,0.28,1.04,6.72,75,6.2
199,Call of Duty 4: Modern Warfare,0.0,1.12,0.0,0.03,1.15,94,8.4
200,Call of Duty 4: Modern Warfare,0.0,1.12,0.0,0.03,1.15,94,8.5
201,Call of Duty 4: Modern Warfare,0.0,1.12,0.0,0.03,1.15,92,8.5
202,Call of Duty 4: Modern Warfare,0.0,1.12,0.0,0.03,1.15,75,6.2
203,Call of Duty 4: Modern Warfare,0.96,0.02,0.01,0.08,1.06,94,8.4
204,Call of Duty 4: Modern Warfare,0.96,0.02,0.01,0.08,1.06,94,8.5
205,Call of Duty 4: Modern Warfare,0.96,0.02,0.01,0.08,1.06,92,8.5
206,Call of Duty 4: Modern Warfare,0.96,0.02,0.01,0.08,1.06,75,6.2
207,Donkey Kong Country,4.36,1.71,3.0,0.23,9.3,78,8.6
208,Donkey Kong Country,1.04,0.72,0.3,0.13,2.19,78,8.6
209,Donkey Kong Country,1.2,0.48,0.29,0.07,2.04,78,8.6
210,Minecraft,5.58,2.83,0.02,0.77,9.2,93,8.0
211,Minecraft,5.58,2.83,0.02,0.77,9.2,86,7.5
212,Minecraft,1.97,2.51,0.0,0.94,5.42,93,8.0
213,Minecraft,1.97,2.51,0.0,0.94,5.42,86,7.5
214,Minecraft,1.38,1.87,0.12,0.65,4.02,93,8.0
215,Minecraft,1.38,1.87,0.12,0.65,4.02,86,7.5
216,Minecraft,1.43,0.76,0.0,0.22,2.41,93,8.0
217,Minecraft,1.43,0.76,0.0,0.22,2.41,86,7.5
218,Minecraft,0.28,0.79,0.87,0.32,2.25,93,8.0
219,Minecraft,0.28,0.79,0.87,0.32,2.25,86,7.5
220,Minecraft,0.18,0.09,0.14,0.03,0.43,93,8.0
221,Minecraft,0.18,0.09,0.14,0.03,0.43,86,7.5
222,Animal Crossing: New Leaf,2.01,2.32,4.36,0.41,9.09,88,8.7
223,Mario Party DS,4.46,1.88,1.98,0.7,9.02,72,7.9
224,The Elder Scrolls V: Skyrim,5.03,2.86,0.1,0.85,8.84,96,8.6
225,The Elder Scrolls V: Skyrim,5.03,2.86,0.1,0.85,8.84,94,8.4
226,The Elder Scrolls V: Skyrim,5.03,2.86,0.1,0.85,8.84,92,6.6
227,The Elder Scrolls V: Skyrim,5.03,2.86,0.1,0.85,8.84,84,8.4
228,The Elder Scrolls V: Skyrim,2.55,2.71,0.25,1.05,6.56,96,8.6
229,The Elder Scrolls V: Skyrim,2.55,2.71,0.25,1.05,6.56,94,8.4
230,The Elder Scrolls V: Skyrim,2.55,2.71,0.25,1.05,6.56,92,6.6
231,The Elder Scrolls V: Skyrim,2.55,2.71,0.25,1.05,6.56,84,8.4
232,The Elder Scrolls V: Skyrim,1.15,2.09,0.0,0.64,3.88,96,8.6
233,The Elder Scrolls V: Skyrim,1.15,2.09,0.0,0.64,3.88,94,8.4
234,The Elder Scrolls V: Skyrim,1.15,2.09,0.0,0.64,3.88,92,6.6
235,The Elder Scrolls V: Skyrim,1.15,2.09,0.0,0.64,3.88,84,8.4
236,FIFA 16,1.11,6.06,0.06,1.26,8.49,84,4.4
237,FIFA 16,1.11,6.06,0.06,1.26,8.49,82,4.4
238,FIFA 16,1.11,6.06,0.06,1.26,8.49,81,4.6
239,FIFA 16,0.88,2.11,0.0,0.23,3.23,84,4.4
240,FIFA 16,0.88,2.11,0.0,0.23,3.23,82,4.4
241,FIFA 16,0.88,2.11,0.0,0.23,3.23,81,4.6
242,FIFA 16,0.4,1.98,0.05,0.42,2.85,84,4.4
243,FIFA 16,0.4,1.98,0.05,0.42,2.85,82,4.4
244,FIFA 16,0.4,1.98,0.05,0.42,2.85,81,4.6
245,FIFA 16,0.55,1.01,0.0,0.13,1.69,84,4.4
246,FIFA 16,0.55,1.01,0.0,0.13,1.69,82,4.4
247,FIFA 16,0.55,1.01,0.0,0.13,1.69,81,4.6
248,FIFA 16,0.04,0.13,0.0,0.01,0.18,84,4.4
249,FIFA 16,0.04,0.13,0.0,0.01,0.18,82,4.4
250,FIFA 16,0.04,0.13,0.0,0.01,0.18,81,4.6
251,Wii Party,1.79,3.53,2.49,0.68,8.49,68,7.9
252,Halo 2,6.82,1.53,0.05,0.08,8.49,95,8.7
253,Halo 2,6.82,1.53,0.05,0.08,8.49,72,6.1
254,Halo 2,0.01,0.06,0.0,0.02,0.1,95,8.7
255,Halo 2,0.01,0.06,0.0,0.02,0.1,72,6.1
256,Mario Party 8,3.81,2.3,1.58,0.73,8.42,62,6.5
257,FIFA Soccer 13,1.06,5.05,0.13,2.01,8.24,90,6.3
258,FIFA Soccer 13,1.06,5.05,0.13,2.01,8.24,88,6.6
259,FIFA Soccer 13,1.06,5.05,0.13,2.01,8.24,86,6.6
260,FIFA Soccer 13,1.06,5.05,0.13,2.01,8.24,69,6.4
261,FIFA Soccer 13,1.06,5.05,0.13,2.01,8.24,57,4.1
262,FIFA Soccer 13,1.08,3.48,0.03,0.58,5.18,90,6.3
263,FIFA Soccer 13,1.08,3.48,0.03,0.58,5.18,88,6.6
264,FIFA Soccer 13,1.08,3.48,0.03,0.58,5.18,86,6.6
265,FIFA Soccer 13,1.08,3.48,0.03,0.58,5.18,69,6.4
266,FIFA Soccer 13,1.08,3.48,0.03,0.58,5.18,57,4.1
267,FIFA Soccer 13,0.19,0.46,0.0,0.08,0.72,90,6.3
268,FIFA Soccer 13,0.19,0.46,0.0,0.08,0.72,88,6.6
269,FIFA Soccer 13,0.19,0.46,0.0,0.08,0.72,86,6.6
270,FIFA Soccer 13,0.19,0.46,0.0,0.08,0.72,69,6.4
271,FIFA Soccer 13,0.19,0.46,0.0,0.08,0.72,57,4.1
272,FIFA Soccer 13,0.18,0.26,0.0,0.04,0.48,90,6.3
273,FIFA Soccer 13,0.18,0.26,0.0,0.04,0.48,88,6.6
274,FIFA Soccer 13,0.18,0.26,0.0,0.04,0.48,86,6.6
275,FIFA Soccer 13,0.18,0.26,0.0,0.04,0.48,69,6.4
276,FIFA Soccer 13,0.18,0.26,0.0,0.04,0.48,57,4.1
277,FIFA Soccer 13,0.0,0.3,0.05,0.12,0.47,90,6.3
278,FIFA Soccer 13,0.0,0.3,0.05,0.12,0.47,88,6.6
279,FIFA Soccer 13,0.0,0.3,0.05,0.12,0.47,86,6.6
280,FIFA Soccer 13,0.0,0.3,0.05,0.12,0.47,69,6.4
281,FIFA Soccer 13,0.0,0.3,0.05,0.12,0.47,57,4.1
282,FIFA Soccer 13,0.02,0.31,0.0,0.07,0.41,90,6.3
283,FIFA Soccer 13,0.02,0.31,0.0,0.07,0.41,88,6.6
284,FIFA Soccer 13,0.02,0.31,0.0,0.07,0.41,86,6.6
285,FIFA Soccer 13,0.02,0.31,0.0,0.07,0.41,69,6.4
286,FIFA Soccer 13,0.02,0.31,0.0,0.07,0.41,57,4.1
287,FIFA Soccer 13,0.05,0.19,0.02,0.1,0.37,90,6.3
288,FIFA Soccer 13,0.05,0.19,0.02,0.1,0.37,88,6.6
289,FIFA Soccer 13,0.05,0.19,0.02,0.1,0.37,86,6.6
290,FIFA Soccer 13,0.05,0.19,0.02,0.1,0.37,69,6.4
291,FIFA Soccer 13,0.05,0.19,0.02,0.1,0.37,57,4.1
292,FIFA Soccer 13,0.06,0.2,0.0,0.03,0.29,90,6.3
293,FIFA Soccer 13,0.06,0.2,0.0,0.03,0.29,88,6.6
294,FIFA Soccer 13,0.06,0.2,0.0,0.03,0.29,86,6.6
295,FIFA Soccer 13,0.06,0.2,0.0,0.03,0.29,69,6.4
296,FIFA Soccer 13,0.06,0.2,0.0,0.03,0.29,57,4.1
297,The Sims 3,0.98,6.42,0.0,0.71,8.11,86,7.8
298,The Sims 3,0.98,6.42,0.0,0.71,8.11,78,6.7
299,The Sims 3,0.98,6.42,0.0,0.71,8.11,76,7.5
300,The Sims 3,0.98,6.42,0.0,0.71,8.11,73,6.2
301,The Sims 3,0.98,6.42,0.0,0.71,8.11,52,3.0
302,The Sims 3,1.27,0.86,0.0,0.2,2.33,86,7.8
303,The Sims 3,1.27,0.86,0.0,0.2,2.33,78,6.7
304,The Sims 3,1.27,0.86,0.0,0.2,2.33,76,7.5
305,The Sims 3,1.27,0.86,0.0,0.2,2.33,73,6.2
306,The Sims 3,1.27,0.86,0.0,0.2,2.33,52,3.0
307,The Sims 3,0.73,0.97,0.02,0.34,2.06,86,7.8
308,The Sims 3,0.73,0.97,0.02,0.34,2.06,78,6.7
309,The Sims 3,0.73,0.97,0.02,0.34,2.06,76,7.5
310,The Sims 3,0.73,0.97,0.02,0.34,2.06,73,6.2
311,The Sims 3,0.73,0.97,0.02,0.34,2.06,52,3.0
312,The Sims 3,0.61,0.73,0.0,0.15,1.49,86,7.8
313,The Sims 3,0.61,0.73,0.0,0.15,1.49,78,6.7
314,The Sims 3,0.61,0.73,0.0,0.15,1.49,76,7.5
315,The Sims 3,0.61,0.73,0.0,0.15,1.49,73,6.2
316,The Sims 3,0.61,0.73,0.0,0.15,1.49,52,3.0
317,The Sims 3,0.3,0.37,0.03,0.07,0.76,86,7.8
318,The Sims 3,0.3,0.37,0.03,0.07,0.76,78,6.7
319,The Sims 3,0.3,0.37,0.03,0.07,0.76,76,7.5
320,The Sims 3,0.3,0.37,0.03,0.07,0.76,73,6.2
321,The Sims 3,0.3,0.37,0.03,0.07,0.76,52,3.0
322,The Sims 3,0.39,0.25,0.0,0.06,0.7,86,7.8
323,The Sims 3,0.39,0.25,0.0,0.06,0.7,78,6.7
324,The Sims 3,0.39,0.25,0.0,0.06,0.7,76,7.5
325,The Sims 3,0.39,0.25,0.0,0.06,0.7,73,6.2
326,The Sims 3,0.39,0.25,0.0,0.06,0.7,52,3.0
327,GoldenEye 007,5.8,2.01,0.13,0.15,8.09,96,9.0
328,GoldenEye 007,5.8,2.01,0.13,0.15,8.09,81,7.7
329,GoldenEye 007,5.8,2.01,0.13,0.15,8.09,64,6.7
330,Mario & Sonic at the Olympic Games,2.58,3.9,0.66,0.91,8.06,70,7.1
331,Mario & Sonic at the Olympic Games,2.58,3.9,0.66,0.91,8.06,67,7.7
332,Mario & Sonic at the Olympic Games,1.64,2.48,0.44,0.58,5.14,70,7.1
333,Mario & Sonic at the Olympic Games,1.64,2.48,0.44,0.58,5.14,67,7.7
334,Final Fantasy X,2.91,2.07,2.73,0.33,8.05,92,8.9
335,Final Fantasy VIII,2.28,1.72,3.63,0.23,7.86,90,8.7
336,Pac-Man,7.28,0.45,0.0,0.08,7.81,62,5.1
337,Pac-Man,0.27,0.08,0.85,0.02,1.22,62,5.1
338,Grand Theft Auto: Liberty City Stories,2.9,2.83,0.24,1.75,7.72,88,7.7
339,Grand Theft Auto: Liberty City Stories,2.9,2.83,0.24,1.75,7.72,78,7.8
340,Grand Theft Auto: Liberty City Stories,1.56,1.4,0.07,0.5,3.54,88,7.7
341,Grand Theft Auto: Liberty City Stories,1.56,1.4,0.07,0.5,3.54,78,7.8
342,Super Mario Galaxy 2,3.66,2.42,0.98,0.64,7.69,97,9.1
343,Call of Duty: Advanced Warfare,2.8,3.3,0.14,1.37,7.6,83,5.8
344,Call of Duty: Advanced Warfare,2.8,3.3,0.14,1.37,7.6,81,5.5
345,Call of Duty: Advanced Warfare,2.8,3.3,0.14,1.37,7.6,78,4.7
346,Call of Duty: Advanced Warfare,3.21,1.53,0.01,0.38,5.13,83,5.8
347,Call of Duty: Advanced Warfare,3.21,1.53,0.01,0.38,5.13,81,5.5
348,Call of Duty: Advanced Warfare,3.21,1.53,0.01,0.38,5.13,78,4.7
349,Call of Duty: Advanced Warfare,1.54,1.94,0.19,0.77,4.45,83,5.8
