,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,meta_score,user_review
3005,LEGO Harry Potter: Years 1-4,1.07,1.05,0.0,0.23,2.35,79,8.0
3006,LEGO Harry Potter: Years 1-4,1.07,1.05,0.0,0.23,2.35,79,8.1
3007,LEGO Harry Potter: Years 1-4,1.07,1.05,0.0,0.23,2.35,79,7.7
3008,LEGO Harry Potter: Years 1-4,1.07,1.05,0.0,0.23,2.35,79,7.6
3009,LEGO Harry Potter: Years 1-4,1.07,1.05,0.0,0.23,2.35,72,7.5
3010,LEGO Harry Potter: Years 1-4,0.95,0.5,0.0,0.14,1.59,79,8.0
3011,LEGO Harry Potter: Years 1-4,0.95,0.5,0.0,0.14,1.59,79,8.1
3012,LEGO Harry Potter: Years 1-4,0.95,0.5,0.0,0.14,1.59,79,7.7
3013,LEGO Harry Potter: Years 1-4,0.95,0.5,0.0,0.14,1.59,79,7.6
3014,LEGO Harry Potter: Years 1-4,0.95,0.5,0.0,0.14,1.59,72,7.5
3015,LEGO Harry Potter: Years 1-4,0.55,0.6,0.0,0.22,1.37,79,8.0
3016,LEGO Harry Potter: Years 1-4,0.55,0.6,0.0,0.22,1.37,79,8.1
3017,LEGO Harry Potter: Years 1-4,0.55,0.6,0.0,0.22,1.37,79,7.7
3018,LEGO Harry Potter: Years 1-4,0.55,0.6,0.0,0.22,1.37,79,7.6
3019,LEGO Harry Potter: Years 1-4,0.55,0.6,0.0,0.22,1.37,72,7.5
3020,LEGO Harry Potter: Years 1-4,0.14,0.37,0.0,0.19,0.71,79,8.0
3021,LEGO Harry Potter: Years 1-4,0.14,0.37,0.0,0.19,0.71,79,8.1
3022,LEGO Harry Potter: Years 1-4,0.14,0.37,0.0,0.19,0.71,79,7.7
3023,LEGO Harry Potter: Years 1-4,0.14,0.37,0.0,0.19,0.71,79,7.6
3024,LEGO Harry Potter: Years 1-4,0.14,0.37,0.0,0.19,0.71,72,7.5
3025,LEGO Harry Potter: Years 1-4,0.01,0.01,0.0,0.0,0.02,79,8.0
3026,LEGO Harry Potter: Years 1-4,0.01,0.01,0.0,0.0,0.02,79,8.1
3027,LEGO Harry Potter: Years 1-4,0.01,0.01,0.0,0.0,0.02,79,7.7
3028,LEGO Harry Potter: Years 1-4,0.01,0.01,0.0,0.0,0.02,79,7.6
3029,LEGO Harry Potter: Years 1-4,0.01,0.01,0.0,0.0,0.02,72,7.5
3030,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49,81,8.2
3031,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49,81,7.6
3032,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49,81,8.6
3033,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49,79,8.4
3034,Mortal Kombat: Deadly Alliance,0.77,0.15,0.0,0.04,0.96,81,8.2
3035,Mortal Kombat: Deadly Alliance,0.77,0.15,0.0,0.04,0.96,81,7.6
3036,Mortal Kombat: Deadly Alliance,0.77,0.15,0.0,0.04,0.96,81,8.6
3037,Mortal Kombat: Deadly Alliance,0.77,0.15,0.0,0.04,0.96,79,8.4
3038,Mortal Kombat: Deadly Alliance,0.31,0.08,0.0,0.01,0.41,81,8.2
3039,Mortal Kombat: Deadly Alliance,0.31,0.08,0.0,0.01,0.41,81,7.6
3040,Mortal Kombat: Deadly Alliance,0.31,0.08,0.0,0.01,0.41,81,8.6
3041,Mortal Kombat: Deadly Alliance,0.31,0.08,0.0,0.01,0.41,79,8.4
3042,Mortal Kombat: Deadly Alliance,0.01,0.0,0.0,0.0,0.01,81,8.2
3043,Mortal Kombat: Deadly Alliance,0.01,0.0,0.0,0.0,0.01,81,7.6
3044,Mortal Kombat: Deadly Alliance,0.01,0.0,0.0,0.0,0.01,81,8.6
3045,Mortal Kombat: Deadly Alliance,0.01,0.0,0.0,0.0,0.01,79,8.4
3046,Resistance 2,1.15,0.85,0.1,0.39,2.48,87,6.2
3047,Pure,1.38,0.85,0.0,0.25,2.48,85,7.8
3048,Pure,1.38,0.85,0.0,0.25,2.48,83,7.6
3049,Pure,1.38,0.85,0.0,0.25,2.48,80,7.0
3050,Pure,0.42,0.33,0.0,0.14,0.9,85,7.8
3051,Pure,0.42,0.33,0.0,0.14,0.9,83,7.6
3052,Pure,0.42,0.33,0.0,0.14,0.9,80,7.0
3053,Rock Band,1.93,0.34,0.0,0.21,2.48,92,8.0
3054,Rock Band,1.93,0.34,0.0,0.21,2.48,92,8.1
3055,Rock Band,1.93,0.34,0.0,0.21,2.48,82,6.9
3056,Rock Band,1.93,0.34,0.0,0.21,2.48,80,6.3
3057,Rock Band,1.35,0.56,0.0,0.2,2.11,92,8.0
3058,Rock Band,1.35,0.56,0.0,0.2,2.11,92,8.1
3059,Rock Band,1.35,0.56,0.0,0.2,2.11,82,6.9
3060,Rock Band,1.35,0.56,0.0,0.2,2.11,80,6.3
3061,Rock Band,0.99,0.41,0.0,0.22,1.62,92,8.0
3062,Rock Band,0.99,0.41,0.0,0.22,1.62,92,8.1
3063,Rock Band,0.99,0.41,0.0,0.22,1.62,82,6.9
3064,Rock Band,0.99,0.41,0.0,0.22,1.62,80,6.3
3065,Rock Band,0.71,0.06,0.0,0.35,1.11,92,8.0
3066,Rock Band,0.71,0.06,0.0,0.35,1.11,92,8.1
3067,Rock Band,0.71,0.06,0.0,0.35,1.11,82,6.9
3068,Rock Band,0.71,0.06,0.0,0.35,1.11,80,6.3
3069,NBA 2K14,2.1,0.2,0.0,0.17,2.47,87,5.0
3070,NBA 2K14,2.1,0.2,0.0,0.17,2.47,86,5.7
3071,NBA 2K14,2.1,0.2,0.0,0.17,2.47,85,6.5
3072,NBA 2K14,2.1,0.2,0.0,0.17,2.47,84,5.1
3073,NBA 2K14,1.43,0.33,0.04,0.25,2.05,87,5.0
3074,NBA 2K14,1.43,0.33,0.04,0.25,2.05,86,5.7
3075,NBA 2K14,1.43,0.33,0.04,0.25,2.05,85,6.5
3076,NBA 2K14,1.43,0.33,0.04,0.25,2.05,84,5.1
3077,NBA 2K14,0.89,0.31,0.01,0.12,1.33,87,5.0
3078,NBA 2K14,0.89,0.31,0.01,0.12,1.33,86,5.7
3079,NBA 2K14,0.89,0.31,0.01,0.12,1.33,85,6.5
3080,NBA 2K14,0.89,0.31,0.01,0.12,1.33,84,5.1
3081,NBA 2K14,0.7,0.11,0.0,0.06,0.87,87,5.0
3082,NBA 2K14,0.7,0.11,0.0,0.06,0.87,86,5.7
3083,NBA 2K14,0.7,0.11,0.0,0.06,0.87,85,6.5
3084,NBA 2K14,0.7,0.11,0.0,0.06,0.87,84,5.1
3085,Mario Party 4,1.13,0.36,0.92,0.07,2.47,70,7.7
3086,uDraw Studio,1.67,0.58,0.0,0.2,2.46,71,tbd
3087,Midnight Club: Los Angeles,1.55,0.54,0.05,0.31,2.45,82,8.3
3088,Midnight Club: Los Angeles,1.55,0.54,0.05,0.31,2.45,81,8.3
3089,Midnight Club: Los Angeles,1.68,0.46,0.01,0.2,2.35,82,8.3
3090,Midnight Club: Los Angeles,1.68,0.46,0.01,0.2,2.35,81,8.3
3091,Final Fantasy Tactics,0.93,0.12,1.34,0.06,2.45,83,9.1
3092,Halo: Combat Evolved Anniversary,1.44,0.73,0.04,0.22,2.44,82,8.2
3093,Need for Speed Carbon: Own the City,0.87,0.98,0.0,0.59,2.44,73,8.0
3094,Need for Speed Carbon: Own the City,0.17,0.02,0.0,0.02,0.21,73,8.0
3095,Riven: The Sequel to Myst,1.52,0.82,0.0,0.1,2.43,83,9.1
3096,Riven: The Sequel to Myst,0.18,0.12,0.0,0.02,0.32,83,9.1
3097,Tom Clancy's Rainbow Six: Vegas 2,1.56,0.61,0.02,0.23,2.42,78,7.4
3098,Tom Clancy's Rainbow Six: Vegas 2,0.66,0.45,0.04,0.21,1.35,78,7.4
3099,Tom Clancy's Rainbow Six: Vegas 2,0.0,0.02,0.0,0.0,0.02,78,7.4
3100,Sonic Adventure,1.26,0.61,0.46,0.08,2.42,50,7.3
3101,Sonic Adventure,1.26,0.61,0.46,0.08,2.42,48,7.6
3102,Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41,66,8.2
3103,Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41,66,6.4
3104,Dragon Ball Z: Budokai 2,0.21,0.06,0.0,0.01,0.27,66,8.2
3105,Dragon Ball Z: Budokai 2,0.21,0.06,0.0,0.01,0.27,66,6.4
3106,ATV Offroad Fury,2.07,0.26,0.0,0.08,2.41,82,8.4
3107,Dino Crisis,0.81,0.76,0.7,0.14,2.41,74,8.7
3108,Dino Crisis,0.81,0.76,0.7,0.14,2.41,59,8.5
3109,Need for Speed: ProStreet,0.69,0.0,0.04,1.68,2.41,70,6.4
3110,Need for Speed: ProStreet,1.04,0.8,0.01,0.22,2.06,70,6.4
3111,Need for Speed: ProStreet,0.73,0.92,0.04,0.37,2.05,70,6.4
3112,Need for Speed: ProStreet,0.54,0.46,0.0,0.12,1.11,70,6.4
3113,Need for Speed: ProStreet,0.24,0.33,0.01,0.2,0.78,70,6.4
3114,Need for Speed: ProStreet,0.11,0.01,0.0,0.01,0.13,70,6.4
3115,Need for Speed: ProStreet,0.0,0.04,0.0,0.01,0.04,70,6.4
3116,Monopoly,1.49,0.81,0.0,0.1,2.39,70,7.3
3117,Monopoly,0.87,0.85,0.0,0.2,1.92,70,7.3
3118,Monopoly,1.18,0.27,0.0,0.05,1.51,70,7.3
3119,Monopoly,0.34,0.2,0.0,0.06,0.6,70,7.3
3120,Monopoly,0.21,0.16,0.0,0.05,0.43,70,7.3
3121,Monopoly,0.25,0.06,0.0,0.04,0.36,70,7.3
3122,Monopoly,0.16,0.1,0.0,0.03,0.28,70,7.3
3123,Monopoly,0.17,0.04,0.0,0.0,0.21,70,7.3
3124,Batman: Arkham Origins,1.07,0.87,0.04,0.4,2.39,76,7.8
3125,Batman: Arkham Origins,1.07,0.87,0.04,0.4,2.39,74,7.5
3126,Batman: Arkham Origins,1.07,0.87,0.04,0.4,2.39,74,7.6
3127,Batman: Arkham Origins,1.15,0.61,0.0,0.17,1.93,76,7.8
3128,Batman: Arkham Origins,1.15,0.61,0.0,0.17,1.93,74,7.5
3129,Batman: Arkham Origins,1.15,0.61,0.0,0.17,1.93,74,7.6
3130,Batman: Arkham Origins,0.2,0.09,0.0,0.03,0.33,76,7.8
3131,Batman: Arkham Origins,0.2,0.09,0.0,0.03,0.33,74,7.5
3132,Batman: Arkham Origins,0.2,0.09,0.0,0.03,0.33,74,7.6
3133,Batman: Arkham Origins,0.13,0.16,0.0,0.04,0.32,76,7.8
3134,Batman: Arkham Origins,0.13,0.16,0.0,0.04,0.32,74,7.5
3135,Batman: Arkham Origins,0.13,0.16,0.0,0.04,0.32,74,7.6
3136,Dead Island,1.48,0.71,0.0,0.2,2.39,80,6.9
3137,Dead Island,1.48,0.71,0.0,0.2,2.39,71,6.6
3138,Dead Island,1.48,0.71,0.0,0.2,2.39,71,6.9
3139,Dead Island,1.08,0.75,0.15,0.31,2.29,80,6.9
3140,Dead Island,1.08,0.75,0.15,0.31,2.29,71,6.6
3141,Dead Island,1.08,0.75,0.15,0.31,2.29,71,6.9
3142,Dead Island,0.12,0.07,0.0,0.03,0.22,80,6.9
3143,Dead Island,0.12,0.07,0.0,0.03,0.22,71,6.6
3144,Dead Island,0.12,0.07,0.0,0.03,0.22,71,6.9
3145,Guitar Hero,1.67,0.61,0.03,0.07,2.38,91,8.6
3146,Kinect: Disneyland Adventures,1.73,0.46,0.02,0.18,2.38,73,3.2
3147,Bloodborne,1.0,0.76,0.26,0.36,2.38,92,8.8
3148,NBA 2K15,1.46,0.54,0.01,0.37,2.38,83,6.9
3149,NBA 2K15,1.46,0.54,0.01,0.37,2.38,82,6.2
3150,NBA 2K15,1.36,0.18,0.0,0.15,1.69,83,6.9
3151,NBA 2K15,1.36,0.18,0.0,0.15,1.69,82,6.2
3152,NBA 2K15,1.33,0.14,0.0,0.15,1.63,83,6.9
3153,NBA 2K15,1.33,0.14,0.0,0.15,1.63,82,6.2
3154,NBA 2K15,0.86,0.27,0.02,0.22,1.36,83,6.9
3155,NBA 2K15,0.86,0.27,0.02,0.22,1.36,82,6.2
3156,Yu-Gi-Oh! The Duelists of the Roses,1.16,0.91,0.0,0.3,2.38,59,8.0
3157,Half-Life 2,2.28,0.02,0.08,0.0,2.37,96,9.2
3158,Half-Life 2,2.28,0.02,0.08,0.0,2.37,90,8.4
3159,Half-Life 2,0.37,0.21,0.0,0.03,0.61,96,9.2
3160,Half-Life 2,0.37,0.21,0.0,0.03,0.61,90,8.4
3161,The Incredibles,0.96,1.08,0.04,0.3,2.37,64,6.1
3162,The Incredibles,0.96,1.08,0.04,0.3,2.37,63,6.3
3163,The Incredibles,0.96,1.08,0.04,0.3,2.37,62,7.8
3164,The Incredibles,0.96,1.08,0.04,0.3,2.37,55,5.7
3165,The Incredibles,0.96,1.08,0.04,0.3,2.37,55,5.3
3166,The Incredibles,1.15,0.77,0.04,0.1,2.06,64,6.1
3167,The Incredibles,1.15,0.77,0.04,0.1,2.06,63,6.3
3168,The Incredibles,1.15,0.77,0.04,0.1,2.06,62,7.8
3169,The Incredibles,1.15,0.77,0.04,0.1,2.06,55,5.7
3170,The Incredibles,1.15,0.77,0.04,0.1,2.06,55,5.3
3171,The Incredibles,0.65,0.17,0.0,0.02,0.84,64,6.1
3172,The Incredibles,0.65,0.17,0.0,0.02,0.84,63,6.3
3173,The Incredibles,0.65,0.17,0.0,0.02,0.84,62,7.8
3174,The Incredibles,0.65,0.17,0.0,0.02,0.84,55,5.7
3175,The Incredibles,0.65,0.17,0.0,0.02,0.84,55,5.3
3176,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37,85,7.8
3177,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37,83,8.6
3178,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37,83,7.9
3179,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37,82,8.3
3180,Tony Hawk's Underground 2,0.48,0.24,0.0,0.03,0.75,85,7.8
3181,Tony Hawk's Underground 2,0.48,0.24,0.0,0.03,0.75,83,8.6
3182,Tony Hawk's Underground 2,0.48,0.24,0.0,0.03,0.75,83,7.9
3183,Tony Hawk's Underground 2,0.48,0.24,0.0,0.03,0.75,82,8.3
3184,Tony Hawk's Underground 2,0.38,0.1,0.0,0.01,0.5,85,7.8
3185,Tony Hawk's Underground 2,0.38,0.1,0.0,0.01,0.5,83,8.6
3186,Tony Hawk's Underground 2,0.38,0.1,0.0,0.01,0.5,83,7.9
3187,Tony Hawk's Underground 2,0.38,0.1,0.0,0.01,0.5,82,8.3
3188,Tony Hawk's Underground 2,0.35,0.13,0.0,0.01,0.49,85,7.8
3189,Tony Hawk's Underground 2,0.35,0.13,0.0,0.01,0.49,83,8.6
3190,Tony Hawk's Underground 2,0.35,0.13,0.0,0.01,0.49,83,7.9
3191,Tony Hawk's Underground 2,0.35,0.13,0.0,0.01,0.49,82,8.3
3192,Kinect Sports: Season Two,1.38,0.74,0.02,0.22,2.36,66,6.8
3193,The Legend of Zelda: Majora's Mask 3D,1.14,0.54,0.47,0.17,2.32,89,8.9
3194,Mario Tennis,0.78,0.4,1.06,0.07,2.32,91,8.8
3195,Mario Tennis,0.5,0.18,0.44,0.06,1.18,91,8.8
3196,Mario Tennis,0.0,0.06,0.0,0.01,0.07,91,8.8
3197,Mario Tennis,0.0,0.0,0.02,0.0,0.02,91,8.8
3198,Grand Theft Auto,0.79,1.35,0.04,0.14,2.32,68,7.3
3199,Grand Theft Auto,0.17,0.06,0.0,0.0,0.24,68,7.3
3200,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31,84,8.4
3201,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31,84,8.4
3202,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31,83,7.5
3203,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31,73,8.3
3204,James Bond 007: Everything or Nothing,0.43,0.19,0.0,0.02,0.64,84,8.4
3205,James Bond 007: Everything or Nothing,0.43,0.19,0.0,0.02,0.64,84,8.4
3206,James Bond 007: Everything or Nothing,0.43,0.19,0.0,0.02,0.64,83,7.5
3207,James Bond 007: Everything or Nothing,0.43,0.19,0.0,0.02,0.64,73,8.3
3208,James Bond 007: Everything or Nothing,0.32,0.08,0.0,0.01,0.42,84,8.4
3209,James Bond 007: Everything or Nothing,0.32,0.08,0.0,0.01,0.42,84,8.4
3210,James Bond 007: Everything or Nothing,0.32,0.08,0.0,0.01,0.42,83,7.5
3211,James Bond 007: Everything or Nothing,0.32,0.08,0.0,0.01,0.42,73,8.3
3212,James Bond 007: Everything or Nothing,0.12,0.04,0.0,0.0,0.17,84,8.4
3213,James Bond 007: Everything or Nothing,0.12,0.04,0.0,0.0,0.17,84,8.4
3214,James Bond 007: Everything or Nothing,0.12,0.04,0.0,0.0,0.17,83,7.5
3215,James Bond 007: Everything or Nothing,0.12,0.04,0.0,0.0,0.17,73,8.3
3216,Chrono Trigger,0.28,0.0,2.02,0.01,2.31,92,9.1
3217,Chrono Trigger,0.69,0.2,0.49,0.09,1.47,92,9.1
3218,LEGO Marvel Super Heroes,1.24,0.85,0.0,0.21,2.3,83,7.6
3219,LEGO Marvel Super Heroes,1.24,0.85,0.0,0.21,2.3,82,8.0
3220,LEGO Marvel Super Heroes,1.24,0.85,0.0,0.21,2.3,82,7.8
3221,LEGO Marvel Super Heroes,1.24,0.85,0.0,0.21,2.3,80,7.8
3222,LEGO Marvel Super Heroes,1.24,0.85,0.0,0.21,2.3,78,8.2
3223,LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37,2.0,83,7.6
3224,LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37,2.0,82,8.0
3225,LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37,2.0,82,7.8
3226,LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37,2.0,80,7.8
3227,LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37,2.0,78,8.2
3228,LEGO Marvel Super Heroes,0.59,0.75,0.01,0.21,1.56,83,7.6
3229,LEGO Marvel Super Heroes,0.59,0.75,0.01,0.21,1.56,82,8.0
3230,LEGO Marvel Super Heroes,0.59,0.75,0.01,0.21,1.56,82,7.8
3231,LEGO Marvel Super Heroes,0.59,0.75,0.01,0.21,1.56,80,7.8
3232,LEGO Marvel Super Heroes,0.59,0.75,0.01,0.21,1.56,78,8.2
3233,LEGO Marvel Super Heroes,0.61,0.34,0.0,0.09,1.04,83,7.6
3234,LEGO Marvel Super Heroes,0.61,0.34,0.0,0.09,1.04,82,8.0
3235,LEGO Marvel Super Heroes,0.61,0.34,0.0,0.09,1.04,82,7.8
3236,LEGO Marvel Super Heroes,0.61,0.34,0.0,0.09,1.04,80,7.8
3237,LEGO Marvel Super Heroes,0.61,0.34,0.0,0.09,1.04,78,8.2
3238,LEGO Marvel Super Heroes,0.42,0.36,0.04,0.07,0.89,83,7.6
3239,LEGO Marvel Super Heroes,0.42,0.36,0.04,0.07,0.89,82,8.0
3240,LEGO Marvel Super Heroes,0.42,0.36,0.04,0.07,0.89,82,7.8
3241,LEGO Marvel Super Heroes,0.42,0.36,0.04,0.07,0.89,80,7.8
3242,LEGO Marvel Super Heroes,0.42,0.36,0.04,0.07,0.89,78,8.2
3243,LEGO Marvel Super Heroes,0.31,0.35,0.02,0.06,0.74,83,7.6
3244,LEGO Marvel Super Heroes,0.31,0.35,0.02,0.06,0.74,82,8.0
3245,LEGO Marvel Super Heroes,0.31,0.35,0.02,0.06,0.74,82,7.8
3246,LEGO Marvel Super Heroes,0.31,0.35,0.02,0.06,0.74,80,7.8
3247,LEGO Marvel Super Heroes,0.31,0.35,0.02,0.06,0.74,78,8.2
3248,LEGO Marvel Super Heroes,0.15,0.35,0.0,0.16,0.66,83,7.6
3249,LEGO Marvel Super Heroes,0.15,0.35,0.0,0.16,0.66,82,8.0
3250,LEGO Marvel Super Heroes,0.15,0.35,0.0,0.16,0.66,82,7.8
3251,LEGO Marvel Super Heroes,0.15,0.35,0.0,0.16,0.66,80,7.8
3252,LEGO Marvel Super Heroes,0.15,0.35,0.0,0.16,0.66,78,8.2
3253,LEGO Marvel Super Heroes,0.28,0.17,0.0,0.04,0.49,83,7.6
3254,LEGO Marvel Super Heroes,0.28,0.17,0.0,0.04,0.49,82,8.0
3255,LEGO Marvel Super Heroes,0.28,0.17,0.0,0.04,0.49,82,7.8
3256,LEGO Marvel Super Heroes,0.28,0.17,0.0,0.04,0.49,80,7.8
3257,LEGO Marvel Super Heroes,0.28,0.17,0.0,0.04,0.49,78,8.2
3258,LEGO Marvel Super Heroes,0.04,0.12,0.0,0.02,0.18,83,7.6
3259,LEGO Marvel Super Heroes,0.04,0.12,0.0,0.02,0.18,82,8.0
3260,LEGO Marvel Super Heroes,0.04,0.12,0.0,0.02,0.18,82,7.8
3261,LEGO Marvel Super Heroes,0.04,0.12,0.0,0.02,0.18,80,7.8
3262,LEGO Marvel Super Heroes,0.04,0.12,0.0,0.02,0.18,78,8.2
3263,Guild Wars 2,0.95,1.06,0.0,0.29,2.3,90,8.0
3264,Pokemon Ranger: Shadows of Almia,0.95,0.54,0.62,0.18,2.3,68,8.1
3265,God of War: Ascension,1.23,0.68,0.04,0.34,2.29,80,7.6
3266,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28,82,8.1
3267,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28,78,6.8
3268,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28,78,7.1
3269,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28,78,7.6
3270,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28,72,5.4
3271,Pro Evolution Soccer 2010,0.1,0.18,0.12,1.16,1.57,82,8.1
3272,Pro Evolution Soccer 2010,0.1,0.18,0.12,1.16,1.57,78,6.8
3273,Pro Evolution Soccer 2010,0.1,0.18,0.12,1.16,1.57,78,7.1
3274,Pro Evolution Soccer 2010,0.1,0.18,0.12,1.16,1.57,78,7.6
3275,Pro Evolution Soccer 2010,0.1,0.18,0.12,1.16,1.57,72,5.4
3276,Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81,82,8.1
3277,Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81,78,6.8
3278,Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81,78,7.1
3279,Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81,78,7.6
3280,Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81,72,5.4
3281,Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8,82,8.1
3282,Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8,78,6.8
3283,Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8,78,7.1
3284,Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8,78,7.6
3285,Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8,72,5.4
3286,Pro Evolution Soccer 2010,0.12,0.27,0.06,0.05,0.51,82,8.1
3287,Pro Evolution Soccer 2010,0.12,0.27,0.06,0.05,0.51,78,6.8
3288,Pro Evolution Soccer 2010,0.12,0.27,0.06,0.05,0.51,78,7.1
3289,Pro Evolution Soccer 2010,0.12,0.27,0.06,0.05,0.51,78,7.6
3290,Pro Evolution Soccer 2010,0.12,0.27,0.06,0.05,0.51,72,5.4
3291,Pro Evolution Soccer 2010,0.0,0.01,0.0,0.0,0.01,82,8.1
3292,Pro Evolution Soccer 2010,0.0,0.01,0.0,0.0,0.01,78,6.8
3293,Pro Evolution Soccer 2010,0.0,0.01,0.0,0.0,0.01,78,7.1
3294,Pro Evolution Soccer 2010,0.0,0.01,0.0,0.0,0.01,78,7.6
3295,Pro Evolution Soccer 2010,0.0,0.01,0.0,0.0,0.01,72,5.4
3296,Just Dance 2015,1.11,0.98,0.0,0.2,2.28,72,5.9
3297,Just Dance 2015,1.11,0.98,0.0,0.2,2.28,70,7.7
3298,Just Dance 2015,0.4,0.28,0.0,0.07,0.75,72,5.9
3299,Just Dance 2015,0.4,0.28,0.0,0.07,0.75,70,7.7
3300,Just Dance 2015,0.41,0.16,0.0,0.06,0.63,72,5.9
3301,Just Dance 2015,0.41,0.16,0.0,0.06,0.63,70,7.7
3302,Just Dance 2015,0.35,0.13,0.0,0.05,0.53,72,5.9
3303,Just Dance 2015,0.35,0.13,0.0,0.05,0.53,70,7.7
3304,Just Dance 2015,0.19,0.13,0.0,0.06,0.38,72,5.9
3305,Just Dance 2015,0.19,0.13,0.0,0.06,0.38,70,7.7
3306,Just Dance 2015,0.12,0.11,0.0,0.05,0.28,72,5.9
3307,Just Dance 2015,0.12,0.11,0.0,0.05,0.28,70,7.7
3308,Paper Mario: Sticker Star,1.12,0.39,0.64,0.12,2.27,75,5.5
3309,Sonic's Ultimate Genesis Collection,1.34,0.62,0.0,0.31,2.27,80,8.5
3310,Sonic's Ultimate Genesis Collection,1.34,0.62,0.0,0.31,2.27,79,7.4
3311,Sonic's Ultimate Genesis Collection,0.85,0.46,0.0,0.13,1.43,80,8.5
3312,Sonic's Ultimate Genesis Collection,0.85,0.46,0.0,0.13,1.43,79,7.4
3313,Super Monkey Ball: Banana Blitz,1.07,0.92,0.04,0.24,2.27,74,5.7
3314,Kirby: Nightmare in Dream Land,1.22,0.1,0.91,0.04,2.27,81,8.6
3315,Wario Land 4,0.9,0.73,0.54,0.09,2.26,88,8.7
3316,Onimusha 2: Samurai's Destiny,0.62,0.44,1.06,0.13,2.25,84,8.4
3317,Paper Mario: The Thousand-Year Door,1.48,0.25,0.46,0.06,2.25,87,9.1
3318,Dissidia: Final Fantasy,0.51,0.51,0.91,0.32,2.25,79,8.2
3319,Sonic Advance,1.19,0.71,0.22,0.13,2.24,87,7.9
3320,Spyro: Season of Ice,1.29,0.83,0.0,0.11,2.23,74,6.9
3321,New Super Luigi U,1.27,0.62,0.18,0.16,2.22,77,8.0
3322,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22,92,8.0
3323,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22,92,8.8
3324,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22,92,8.1
3325,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22,89,8.5
3326,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22,75,8.0
3327,Prince of Persia: The Sands of Time,0.57,0.33,0.0,0.04,0.94,92,8.0
3328,Prince of Persia: The Sands of Time,0.57,0.33,0.0,0.04,0.94,92,8.8
3329,Prince of Persia: The Sands of Time,0.57,0.33,0.0,0.04,0.94,92,8.1
3330,Prince of Persia: The Sands of Time,0.57,0.33,0.0,0.04,0.94,89,8.5
3331,Prince of Persia: The Sands of Time,0.57,0.33,0.0,0.04,0.94,75,8.0
3332,Prince of Persia: The Sands of Time,0.25,0.06,0.0,0.01,0.32,92,8.0
3333,Prince of Persia: The Sands of Time,0.25,0.06,0.0,0.01,0.32,92,8.8
3334,Prince of Persia: The Sands of Time,0.25,0.06,0.0,0.01,0.32,92,8.1
3335,Prince of Persia: The Sands of Time,0.25,0.06,0.0,0.01,0.32,89,8.5
3336,Prince of Persia: The Sands of Time,0.25,0.06,0.0,0.01,0.32,75,8.0
3337,Prince of Persia: The Sands of Time,0.11,0.04,0.0,0.0,0.15,92,8.0
3338,Prince of Persia: The Sands of Time,0.11,0.04,0.0,0.0,0.15,92,8.8
